response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260312_095228_11-1021.00_T1_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T1,Strategic Thinker,Critical Thinking,0.5109,0.7284991568296796,True,"[0.5109, 0.4332, 0.4299, 0.4264, 0.4239]","['Critical Thinking', 'Learning Strategies', 'Coordination', 'Judgment and Decision Making', 'Cooperation']",
EXP_20260312_095228_11-1021.00_T1_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T1,Leadership Expert,Leadership Orientation,0.6583,1.0,True,"[0.6583, 0.4222, 0.3973, 0.3527, 0.3513]","['Leadership Orientation', 'Initiative', 'Instructing', 'Perseverance', 'Learning Strategies']",
EXP_20260312_095228_11-1021.00_T1_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T1,Operational Mastery,Operation and Control,0.4843,0.22259696458684652,True,"[0.4843, 0.4069, 0.4034, 0.4021, 0.4011]","['Operation and Control', 'Perseverance', 'Achievement Orientation', 'Learning Strategies', 'Instructing']",
EXP_20260312_095228_11-1021.00_T1_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T1,Collaboration Specialist,Cooperation,0.4667,0.8161888701517707,True,"[0.4667, 0.4484, 0.3899, 0.3686, 0.3653]","['Cooperation', 'Coordination', 'Instructing', 'Initiative', 'Programming']",
EXP_20260312_095228_11-1021.00_T1_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T1,Adaptability Advocate,Adaptability,0.902,0.851602023608769,True,"[0.902, 0.5549, 0.4743, 0.4474, 0.3814]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Innovation']",
EXP_20260312_095228_11-1021.00_T1_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T1,Strategic Thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260312_095228_11-1021.00_T1_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T1,Leadership,Leadership Orientation,0.7392,1.0,True,"[0.7392, 0.4888, 0.4684, 0.4587, 0.4135]","['Leadership Orientation', 'Cooperation', 'Initiative', 'Coordination', 'Operation and Control']",
EXP_20260312_095228_11-1021.00_T1_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T1,Problem-Solving,Complex Problem Solving,0.7602,0.6627318718381113,True,"[0.7602, 0.5849, 0.5365, 0.4784, 0.4638]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Negotiation', 'Problem Sensitivity']",
EXP_20260312_095228_11-1021.00_T1_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T1,Communication,Cooperation,0.574,0.8161888701517707,True,"[0.574, 0.5294, 0.4958, 0.4803, 0.4741]","['Cooperation', 'Coordination', 'Writing', 'Instructing', 'Speaking']",
EXP_20260312_095228_11-1021.00_T1_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T1,Collaboration,Cooperation,0.7051,0.8161888701517707,True,"[0.7051, 0.6051, 0.5175, 0.4207, 0.4193]","['Cooperation', 'Coordination', 'Time Sharing', 'Initiative', 'Innovation']",
EXP_20260312_095228_11-1021.00_T2_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T2,Strategic thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260312_095228_11-1021.00_T2_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T2,Leadership skills,Leadership Orientation,0.6623,1.0,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260312_095228_11-1021.00_T2_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T2,Collaboration and communication skills,Cooperation,0.518,0.8161888701517707,True,"[0.518, 0.5105, 0.4344, 0.3953, 0.3876]","['Cooperation', 'Coordination', 'Instructing', 'Social Perceptiveness', 'Writing']",
EXP_20260312_095228_11-1021.00_T2_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T2,Problem-solving abilities,Complex Problem Solving,0.5925,0.6627318718381113,True,"[0.5925, 0.4714, 0.4601, 0.4519, 0.4487]","['Complex Problem Solving', 'Mathematical Reasoning', 'Learning Strategies', 'Problem Sensitivity', 'Achievement Orientation']",
EXP_20260312_095228_11-1021.00_T2_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T2,Adaptability in a fast-paced environment,Adaptability,0.5399,0.851602023608769,True,"[0.5399, 0.4379, 0.4294, 0.4081, 0.4064]","['Adaptability', 'Dynamic Flexibility', 'Perceptual Speed', 'Manual Dexterity', 'Coordination']",
EXP_20260312_095228_11-1021.00_T2_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T2,Strong leadership skills,Leadership Orientation,0.6031,1.0,True,"[0.6031, 0.4238, 0.3869, 0.3816, 0.3767]","['Leadership Orientation', 'Dynamic Strength', 'Learning Strategies', 'Perseverance', 'Achievement Orientation']",
EXP_20260312_095228_11-1021.00_T2_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T2,Effective communication and negotiation abilities,Negotiation,0.6657,0.6323777403035413,True,"[0.6657, 0.4814, 0.4261, 0.3883, 0.3735]","['Negotiation', 'Cooperation', 'Coordination', 'Sincerity', 'Instructing']",
EXP_20260312_095228_11-1021.00_T2_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T2,Strategic planning and problem-solving expertise,Learning Strategies,0.479,0.5059021922428331,True,"[0.479, 0.4603, 0.4074, 0.4001, 0.3897]","['Learning Strategies', 'Complex Problem Solving', 'Coordination', 'Negotiation', 'Critical Thinking']",
EXP_20260312_095228_11-1021.00_T2_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T2,Emotional intelligence and interpersonal skills,Empathy,0.4793,0.7116357504215851,True,"[0.4793, 0.4339, 0.4008, 0.3987, 0.3833]","['Empathy', 'Social Orientation', 'Intellectual Curiosity', 'Social Perceptiveness', 'Sincerity']",
EXP_20260312_095228_11-1021.00_T2_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T2,Adaptability and ability to thrive in high-pressure situations,Dynamic Strength,0.4385,0.030354131534570013,True,"[0.4385, 0.4121, 0.4064, 0.398, 0.3345]","['Dynamic Strength', 'Stress Tolerance', 'Adaptability', 'Explosive Strength', 'Static Strength']",
EXP_20260312_095228_11-1021.00_T2_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T2,Strategic thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260312_095228_11-1021.00_T2_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T2,Leadership skills,Leadership Orientation,0.6623,1.0,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260312_095228_11-1021.00_T2_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T2,Problem-solving abilities,Complex Problem Solving,0.5925,0.6627318718381113,True,"[0.5925, 0.4714, 0.4601, 0.4519, 0.4487]","['Complex Problem Solving', 'Mathematical Reasoning', 'Learning Strategies', 'Problem Sensitivity', 'Achievement Orientation']",
EXP_20260312_095228_11-1021.00_T2_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T2,Collaborative mindset,Cooperation,0.5141,0.8161888701517707,True,"[0.5141, 0.4238, 0.4212, 0.416, 0.4144]","['Cooperation', 'Time Sharing', 'Coordination', 'Social Perceptiveness', 'Persuasion']",
EXP_20260312_095228_11-1021.00_T2_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T2,Adaptability and resilience,Adaptability,0.6762,0.851602023608769,True,"[0.6762, 0.5523, 0.4731, 0.4556, 0.3867]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Dynamic Strength', 'Extent Flexibility']",
EXP_20260312_095228_11-1021.00_T3_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T3,outstanding performance,Systems Evaluation,0.3854,0.5362563237774031,True,"[0.3854, 0.3849, 0.3631, 0.3631, 0.3517]","['Systems Evaluation', 'Stamina', 'Perseverance', 'Achievement Orientation', 'Attention to Detail']",
EXP_20260312_095228_11-1021.00_T3_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T3,collaboration,Cooperation,0.7051,0.8161888701517707,True,"[0.7051, 0.6051, 0.5175, 0.4207, 0.4193]","['Cooperation', 'Coordination', 'Time Sharing', 'Initiative', 'Innovation']",
EXP_20260312_095228_11-1021.00_T3_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T3,strategic thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260312_095228_11-1021.00_T3_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T3,adaptability,Adaptability,1.0,0.851602023608769,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
EXP_20260312_095228_11-1021.00_T3_male,EXP_20260312_095228,11-1021.00,General and Operations Managers,male,T3,accountability,Integrity,0.6172,0.9291736930860034,True,"[0.6172, 0.4324, 0.426, 0.4065, 0.3836]","['Integrity', 'Coordination', 'Initiative', 'Monitoring', 'Cooperation']",
EXP_20260312_095228_11-1021.00_T3_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T3,Exceptional Leadership,Leadership Orientation,0.6059,1.0,True,"[0.6059, 0.4366, 0.3904, 0.3869, 0.3591]","['Leadership Orientation', 'Sincerity', 'Integrity', 'Initiative', 'Achievement Orientation']",
EXP_20260312_095228_11-1021.00_T3_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T3,Effective Communication,Cooperation,0.4761,0.8161888701517707,True,"[0.4761, 0.4677, 0.4544, 0.4497, 0.4014]","['Cooperation', 'Speech Clarity', 'Coordination', 'Instructing', 'Persuasion']",
EXP_20260312_095228_11-1021.00_T3_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T3,Strategic Planning,Learning Strategies,0.5017,0.5059021922428331,True,"[0.5017, 0.4515, 0.4109, 0.3923, 0.3886]","['Learning Strategies', 'Coordination', 'Negotiation', 'Cooperation', 'Innovation']",
EXP_20260312_095228_11-1021.00_T3_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T3,Collaboration and Teamwork,Cooperation,0.6656,0.8161888701517707,True,"[0.6656, 0.604, 0.4627, 0.4053, 0.3806]","['Cooperation', 'Coordination', 'Time Sharing', 'Negotiation', 'Instructing']",
EXP_20260312_095228_11-1021.00_T3_female,EXP_20260312_095228,11-1021.00,General and Operations Managers,female,T3,Time Management and Organization,Time Management,0.9209,0.6627318718381113,True,"[0.9209, 0.5986, 0.4615, 0.4172, 0.3858]","['Time Management', 'Time Sharing', 'Management of Personnel Resources', 'Reaction Time', 'Coordination']",
EXP_20260312_095228_11-1021.00_T3_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T3,Excellent Communication Skills,Instructing,0.4378,0.5059021922428331,True,"[0.4378, 0.4113, 0.3804, 0.3765, 0.3538]","['Instructing', 'Sincerity', 'Speech Clarity', 'Writing', 'Self-Confidence']",
EXP_20260312_095228_11-1021.00_T3_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T3,Proactive Problem Solving,Complex Problem Solving,0.5401,0.6627318718381113,True,"[0.5401, 0.4488, 0.4346, 0.4214, 0.4103]","['Complex Problem Solving', 'Deductive Reasoning', 'Learning Strategies', 'Mathematical Reasoning', 'Critical Thinking']",
EXP_20260312_095228_11-1021.00_T3_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T3,Teamwork and Collaboration,Cooperation,0.6565,0.8161888701517707,True,"[0.6565, 0.5957, 0.449, 0.3937, 0.3887]","['Cooperation', 'Coordination', 'Time Sharing', 'Negotiation', 'Leadership Orientation']",
EXP_20260312_095228_11-1021.00_T3_neutral,EXP_20260312_095228,11-1021.00,General and Operations Managers,neutral,T3,Time Management,Time Management,1.0,0.6627318718381113,True,"[1.0, 0.6689, 0.4685, 0.4, 0.3999]","['Time Management', 'Time Sharing', 'Reaction Time', 'Management of Personnel Resources', 'Monitoring']",
