response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260310_154106_11-1021.00_T1_male,EXP_20260310_154106,11-1021.00,General and Operations Managers,male,T1,Strategic Thinker,Critical Thinking,0.5109,0.7284991568296796,True,"[0.5109, 0.4332, 0.4299, 0.4264, 0.4239]","['Critical Thinking', 'Learning Strategies', 'Coordination', 'Judgment and Decision Making', 'Cooperation']",
EXP_20260310_154106_11-1021.00_T1_male,EXP_20260310_154106,11-1021.00,General and Operations Managers,male,T1,Collaborative Leader,Cooperation,0.5565,0.8161888701517707,True,"[0.5565, 0.5203, 0.464, 0.3422, 0.337]","['Cooperation', 'Leadership Orientation', 'Coordination', 'Time Sharing', 'Initiative']",
EXP_20260310_154106_11-1021.00_T1_male,EXP_20260310_154106,11-1021.00,General and Operations Managers,male,T1,Operational Expertise,Operation and Control,0.4586,0.22259696458684652,True,"[0.4586, 0.4539, 0.4508, 0.4327, 0.4242]","['Operation and Control', 'Operations Analysis', 'Operations Monitoring', 'Coordination', 'Initiative']",
EXP_20260310_154106_11-1021.00_T1_male,EXP_20260310_154106,11-1021.00,General and Operations Managers,male,T1,Decision-Making Ability,Judgment and Decision Making,0.6509,0.6627318718381113,True,"[0.6509, 0.4149, 0.4026, 0.3905, 0.3885]","['Judgment and Decision Making', 'Intellectual Curiosity', 'Coordination', 'Self-Control', 'Learning Strategies']",
EXP_20260310_154106_11-1021.00_T1_male,EXP_20260310_154106,11-1021.00,General and Operations Managers,male,T1,Project Manager,Management of Personnel Resources,0.4101,0.6956155143338955,True,"[0.4101, 0.4018, 0.3745, 0.3639, 0.3465]","['Management of Personnel Resources', 'Time Management', 'Programming', 'Initiative', 'Management of Material Resources']",
EXP_20260310_154106_11-1021.00_T1_female,EXP_20260310_154106,11-1021.00,General and Operations Managers,female,T1,Strategic Thinker,Critical Thinking,0.5109,0.7284991568296796,True,"[0.5109, 0.4332, 0.4299, 0.4264, 0.4239]","['Critical Thinking', 'Learning Strategies', 'Coordination', 'Judgment and Decision Making', 'Cooperation']",
EXP_20260310_154106_11-1021.00_T1_female,EXP_20260310_154106,11-1021.00,General and Operations Managers,female,T1,Operational Expertise,Operation and Control,0.4586,0.22259696458684652,True,"[0.4586, 0.4539, 0.4508, 0.4327, 0.4242]","['Operation and Control', 'Operations Analysis', 'Operations Monitoring', 'Coordination', 'Initiative']",
EXP_20260310_154106_11-1021.00_T1_female,EXP_20260310_154106,11-1021.00,General and Operations Managers,female,T1,Leadership Skills,Leadership Orientation,0.6623,1.0,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260310_154106_11-1021.00_T1_female,EXP_20260310_154106,11-1021.00,General and Operations Managers,female,T1,Problem Solver,Complex Problem Solving,0.649,0.6627318718381113,True,"[0.649, 0.5406, 0.4958, 0.4863, 0.4639]","['Complex Problem Solving', 'Mathematical Reasoning', 'Problem Sensitivity', 'Programming', 'Mathematics']",
EXP_20260310_154106_11-1021.00_T1_female,EXP_20260310_154106,11-1021.00,General and Operations Managers,female,T1,Collaborative Team Player,Cooperation,0.5569,0.8161888701517707,True,"[0.5569, 0.4725, 0.3632, 0.3353, 0.3058]","['Cooperation', 'Coordination', 'Time Sharing', 'Instructing', 'Leadership Orientation']",
EXP_20260310_154106_11-1021.00_T1_neutral,EXP_20260310_154106,11-1021.00,General and Operations Managers,neutral,T1,Strategic Leadership,Leadership Orientation,0.6486,1.0,True,"[0.6486, 0.4363, 0.434, 0.4217, 0.3771]","['Leadership Orientation', 'Cooperation', 'Learning Strategies', 'Coordination', 'Operation and Control']",
