response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Strategic Thinker,Critical Thinking,0.5109,0.7284991568296796,True,"[0.5109, 0.4332, 0.4299, 0.4264, 0.4239]","['Critical Thinking', 'Learning Strategies', 'Coordination', 'Judgment and Decision Making', 'Cooperation']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Leadership Skills,Leadership Orientation,0.6623,1.0,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Communication Expertise,Instructing,0.4937,0.5059021922428331,True,"[0.4937, 0.4386, 0.419, 0.4156, 0.3991]","['Instructing', 'Coordination', 'Writing', 'Cooperation', 'Speech Clarity']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Problem-Solving Abilities,Complex Problem Solving,0.5925,0.6627318718381113,True,"[0.5925, 0.4714, 0.4601, 0.4519, 0.4487]","['Complex Problem Solving', 'Mathematical Reasoning', 'Learning Strategies', 'Problem Sensitivity', 'Achievement Orientation']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Adaptability and Flexibility,Adaptability,0.8646,0.851602023608769,True,"[0.8646, 0.7687, 0.729, 0.5786, 0.5448]","['Adaptability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility', 'Dependability']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Decisiveness and Initiative,Initiative,0.6784,0.8802698145025296,True,"[0.6784, 0.5513, 0.4449, 0.4158, 0.4148]","['Initiative', 'Coordination', 'Cooperation', 'Achievement Orientation', 'Leadership Orientation']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Collaboration and Teamwork,Cooperation,0.6656,0.8161888701517707,True,"[0.6656, 0.604, 0.4627, 0.4053, 0.3806]","['Cooperation', 'Coordination', 'Time Sharing', 'Negotiation', 'Instructing']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Time Management and Organization,Time Management,0.9209,0.6627318718381113,True,"[0.9209, 0.5986, 0.4615, 0.4172, 0.3858]","['Time Management', 'Time Sharing', 'Management of Personnel Resources', 'Reaction Time', 'Coordination']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Innovative Thinking and Risk-Taking,Innovation,0.5296,0.775716694772344,True,"[0.5296, 0.457, 0.4305, 0.3702, 0.3281]","['Innovation', 'Critical Thinking', 'Fluency of Ideas', 'Intellectual Curiosity', 'Cautiousness']",
EXP_20260412_234714_11-1021.00_T1_male,EXP_20260412_234714,11-1021.00,General and Operations Managers,male,T1,Analytical and Critical-Thinking Skills,Critical Thinking,0.7608,0.7284991568296796,True,"[0.7608, 0.4331, 0.3639, 0.3514, 0.3435]","['Critical Thinking', 'Fluency of Ideas', 'Intellectual Curiosity', 'Learning Strategies', 'Complex Problem Solving']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Strategic thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Leadership skills,Leadership Orientation,0.6623,1.0,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Communication expertise,Instructing,0.4937,0.5059021922428331,True,"[0.4937, 0.4386, 0.419, 0.4156, 0.3991]","['Instructing', 'Coordination', 'Writing', 'Cooperation', 'Speech Clarity']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Problem-solving abilities,Complex Problem Solving,0.5925,0.6627318718381113,True,"[0.5925, 0.4714, 0.4601, 0.4519, 0.4487]","['Complex Problem Solving', 'Mathematical Reasoning', 'Learning Strategies', 'Problem Sensitivity', 'Achievement Orientation']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Decision-making capabilities,Judgment and Decision Making,0.5931,0.6627318718381113,True,"[0.5931, 0.4075, 0.3855, 0.376, 0.3651]","['Judgment and Decision Making', 'Technology Design', 'Operation and Control', 'Innovation', 'Equipment Selection']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Time management skills,Time Management,0.8725,0.6627318718381113,True,"[0.8725, 0.5315, 0.3986, 0.364, 0.3457]","['Time Management', 'Time Sharing', 'Management of Personnel Resources', 'Reaction Time', 'Learning Strategies']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Calm under pressure,Stress Tolerance,0.4794,0.8414839797639123,True,"[0.4794, 0.4103, 0.3511, 0.344, 0.3424]","['Stress Tolerance', 'Cautiousness', 'Explosive Strength', 'Optimism', 'Static Strength']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Coaching and mentoring,Instructing,0.3677,0.5059021922428331,True,"[0.3677, 0.3639, 0.3141, 0.3123, 0.3054]","['Instructing', 'Leadership Orientation', 'Perseverance', 'Learning Strategies', 'Cooperation']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Financial acumen,Management of Financial Resources,0.6007,0.5059021922428331,True,"[0.6007, 0.3204, 0.286, 0.2822, 0.2685]","['Management of Financial Resources', 'Integrity', 'Negotiation', 'Innovation', 'Operations Analysis']",
EXP_20260412_234714_11-1021.00_T1_female,EXP_20260412_234714,11-1021.00,General and Operations Managers,female,T1,Adaptability,Adaptability,1.0,0.851602023608769,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Strategic thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Leadership skills,Leadership Orientation,0.6623,1.0,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Communication and interpersonal skills,Social Perceptiveness,0.4503,0.6956155143338955,True,"[0.4503, 0.4356, 0.4296, 0.4282, 0.4098]","['Social Perceptiveness', 'Self-Confidence', 'Social Orientation', 'Instructing', 'Empathy']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Problem-solving and decision-making skills,Complex Problem Solving,0.4938,0.6627318718381113,True,"[0.4938, 0.4724, 0.4653, 0.3952, 0.3819]","['Complex Problem Solving', 'Judgment and Decision Making', 'Learning Strategies', 'Critical Thinking', 'Achievement Orientation']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Analytical and data-driven approach,Systems Analysis,0.4322,0.5362563237774031,True,"[0.4322, 0.3792, 0.374, 0.3367, 0.3282]","['Systems Analysis', 'Systems Evaluation', 'Quality Control Analysis', 'Visualization', 'Dynamic Flexibility']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Results-oriented focus,Attention to Detail,0.4557,0.7993254637436763,True,"[0.4557, 0.3962, 0.3562, 0.35, 0.3302]","['Attention to Detail', 'Achievement Orientation', 'Selective Attention', 'Systems Evaluation', 'Response Orientation']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Time management and prioritization,Time Management,0.8241,0.6627318718381113,True,"[0.8241, 0.5459, 0.4095, 0.3692, 0.3595]","['Time Management', 'Time Sharing', 'Reaction Time', 'Operations Monitoring', 'Rate Control']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Budgeting and financial planning,Management of Financial Resources,0.6015,0.5059021922428331,True,"[0.6015, 0.2617, 0.2511, 0.246, 0.2368]","['Management of Financial Resources', 'Time Management', 'Learning Strategies', 'Judgment and Decision Making', 'Negotiation']",
EXP_20260412_234714_11-1021.00_T1_neutral,EXP_20260412_234714,11-1021.00,General and Operations Managers,neutral,T1,Change management and adaptability,Adaptability,0.5674,0.851602023608769,True,"[0.5674, 0.4119, 0.4038, 0.3889, 0.3644]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Time Management', 'Innovation']",
