response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Negotiation skills,Negotiation,0.7773,0.872093023255814,True,"[0.7773, 0.4079, 0.3556, 0.3529, 0.3511]","['Negotiation', 'Cooperation', 'Learning Strategies', 'Sincerity', 'Coordination']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Attention to detail,Attention to Detail,1.0,0.9606440071556351,True,"[1.0, 0.6451, 0.497, 0.4383, 0.4369]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Near Vision', 'Far Vision']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Analytical thinking,Critical Thinking,0.6124,0.7728085867620751,True,"[0.6124, 0.5068, 0.433, 0.4278, 0.4074]","['Critical Thinking', 'Fluency of Ideas', 'Mathematics', 'Mathematical Reasoning', 'Complex Problem Solving']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Communication skills,Instructing,0.4485,0.6037567084078712,True,"[0.4485, 0.4369, 0.4244, 0.4206, 0.3963]","['Instructing', 'Writing', 'Speech Clarity', 'Learning Strategies', 'Selective Attention']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Purchasing knowledge,Learning Strategies,0.4008,0.5366726296958855,True,"[0.4008, 0.3903, 0.3584, 0.3501, 0.3428]","['Learning Strategies', 'Negotiation', 'Intellectual Curiosity', 'Reading Comprehension', 'Innovation']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Supply chain management,Equipment Maintenance,0.4051,0.0,True,"[0.4051, 0.3842, 0.3584, 0.3581, 0.3493]","['Equipment Maintenance', 'Management of Material Resources', 'Management of Financial Resources', 'Equipment Selection', 'Management of Personnel Resources']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Risk assessment and mitigation,Cautiousness,0.3915,0.8157423971377461,True,"[0.3915, 0.3223, 0.3138, 0.2781, 0.2683]","['Cautiousness', 'Judgment and Decision Making', 'Quality Control Analysis', 'Problem Sensitivity', 'Dependability']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Contract negotiation,Negotiation,0.8782,0.872093023255814,True,"[0.8782, 0.4131, 0.3294, 0.3251, 0.321]","['Negotiation', 'Cooperation', 'Programming', 'Complex Problem Solving', 'Operation and Control']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Cost control and budgeting,Management of Financial Resources,0.4591,0.7379248658318426,True,"[0.4591, 0.3895, 0.3392, 0.3139, 0.3047]","['Management of Financial Resources', 'Rate Control', 'Quality Control Analysis', 'Management of Material Resources', 'Operation and Control']",
EXP_20260413_101441_13-1023.00_T1_male,EXP_20260413_101441,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,Problem-solving,Complex Problem Solving,0.7602,0.8050089445438283,True,"[0.7602, 0.5849, 0.5365, 0.4784, 0.4638]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Negotiation', 'Problem Sensitivity']",
