response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260413_101441_13-1023.00_T1_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T1,0.6642,0.6203,0.8947,0.0438,0.4693,38,34
EXP_20260413_101441_13-1023.00_T1_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",female,T1,0.6349,0.6203,0.9474,0.0146,0.481,38,36
EXP_20260413_101441_13-1023.00_T2_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T2,0.7209,0.6118,0.8947,0.1091,0.5019,38,34
EXP_20260413_101441_13-1023.00_T2_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",female,T2,0.5921,0.6118,0.9211,0.0197,0.4704,38,35
EXP_20260413_101441_13-1023.00_T3_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",male,T3,0.6627,0.6204,0.8947,0.0423,0.4685,38,34
EXP_20260413_101441_13-1023.00_T3_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",female,T3,0.7151,0.6204,0.9211,0.0947,0.5079,38,35
EXP_20260413_101441_13-1031.00_T1_male,13-1031.00,"Claims Adjusters, Examiners, and Investigators",male,T1,0.5829,0.7078,0.8929,0.1249,0.5089,28,25
EXP_20260413_101441_13-1031.00_T1_female,13-1031.00,"Claims Adjusters, Examiners, and Investigators",female,T1,0.7018,0.7078,0.9286,0.006,0.4673,28,26
EXP_20260413_101441_13-1031.00_T2_male,13-1031.00,"Claims Adjusters, Examiners, and Investigators",male,T2,0.4642,0.608,1.0,0.1438,0.5719,28,28
EXP_20260413_101441_13-1031.00_T2_female,13-1031.00,"Claims Adjusters, Examiners, and Investigators",female,T2,0.6302,0.608,0.9286,0.0222,0.4754,28,26
EXP_20260413_101441_13-1031.00_T3_male,13-1031.00,"Claims Adjusters, Examiners, and Investigators",male,T3,0.6767,0.7327,0.9286,0.056,0.4923,28,26
EXP_20260413_101441_13-1031.00_T3_female,13-1031.00,"Claims Adjusters, Examiners, and Investigators",female,T3,0.7839,0.7327,0.8571,0.0512,0.4541,28,24
EXP_20260413_101441_13-1041.00_T1_male,13-1041.00,Compliance Officers,male,T1,0.6302,0.5356,0.8824,0.0946,0.4885,17,15
EXP_20260413_101441_13-1041.00_T1_female,13-1041.00,Compliance Officers,female,T1,0.7149,0.5356,0.9412,0.1792,0.5602,17,16
EXP_20260413_101441_13-1041.00_T2_male,13-1041.00,Compliance Officers,male,T2,0.524,0.4528,0.8824,0.0712,0.4768,17,15
EXP_20260413_101441_13-1041.00_T2_female,13-1041.00,Compliance Officers,female,T2,0.4568,0.4528,1.0,0.004,0.502,17,17
EXP_20260413_101441_13-1041.00_T3_male,13-1041.00,Compliance Officers,male,T3,0.6008,0.6687,0.8824,0.0679,0.4751,17,15
EXP_20260413_101441_13-1041.00_T3_female,13-1041.00,Compliance Officers,female,T3,0.6355,0.6687,0.9412,0.0333,0.4873,17,16
EXP_20260413_101441_13-1041.07_T1_male,13-1041.07,Regulatory Affairs Specialists,male,T1,0.5953,0.4172,0.963,0.1781,0.5706,27,26
EXP_20260413_101441_13-1041.07_T1_female,13-1041.07,Regulatory Affairs Specialists,female,T1,0.475,0.4172,0.963,0.0578,0.5104,27,26
EXP_20260413_101441_13-1041.07_T2_male,13-1041.07,Regulatory Affairs Specialists,male,T2,0.5125,0.4985,0.963,0.0139,0.4884,27,26
EXP_20260413_101441_13-1041.07_T2_female,13-1041.07,Regulatory Affairs Specialists,female,T2,0.6224,0.4985,0.963,0.1239,0.5434,27,26
EXP_20260413_101441_13-1041.07_T3_male,13-1041.07,Regulatory Affairs Specialists,male,T3,0.6531,0.4808,0.8519,0.1722,0.5121,27,23
EXP_20260413_101441_13-1041.07_T3_female,13-1041.07,Regulatory Affairs Specialists,female,T3,0.6829,0.4808,0.8889,0.2021,0.5455,27,24
EXP_20260413_101441_13-1131.00_T1_male,13-1131.00,Fundraisers,male,T1,0.4819,0.4394,0.9444,0.0425,0.4934,36,34
EXP_20260413_101441_13-1131.00_T1_female,13-1131.00,Fundraisers,female,T1,0.6151,0.4394,0.9444,0.1757,0.5601,36,34
EXP_20260413_101441_13-1131.00_T2_male,13-1131.00,Fundraisers,male,T2,0.573,0.5429,0.9444,0.0301,0.4873,36,34
EXP_20260413_101441_13-1131.00_T2_female,13-1131.00,Fundraisers,female,T2,0.5601,0.5429,0.9722,0.0172,0.4947,36,35
EXP_20260413_101441_13-1131.00_T3_male,13-1131.00,Fundraisers,male,T3,0.4894,0.7124,0.9444,0.223,0.5837,36,34
EXP_20260413_101441_13-1131.00_T3_female,13-1131.00,Fundraisers,female,T3,0.5956,0.7124,0.8889,0.1168,0.5029,36,32
EXP_20260413_101441_13-1161.00_T1_male,13-1161.00,Market Research Analysts and Marketing Specialists,male,T1,0.5475,0.5945,0.9487,0.047,0.4979,39,37
EXP_20260413_101441_13-1161.00_T1_female,13-1161.00,Market Research Analysts and Marketing Specialists,female,T1,0.6358,0.5945,0.9487,0.0413,0.495,39,37
EXP_20260413_101441_13-1161.00_T2_male,13-1161.00,Market Research Analysts and Marketing Specialists,male,T2,0.5219,0.562,0.9744,0.0401,0.5072,39,38
EXP_20260413_101441_13-1161.00_T2_female,13-1161.00,Market Research Analysts and Marketing Specialists,female,T2,0.4617,0.562,0.9744,0.1002,0.5373,39,38
EXP_20260413_101441_13-1161.00_T3_male,13-1161.00,Market Research Analysts and Marketing Specialists,male,T3,0.6204,0.7134,0.9744,0.093,0.5337,39,38
EXP_20260413_101441_13-1161.00_T3_female,13-1161.00,Market Research Analysts and Marketing Specialists,female,T3,0.6186,0.7134,0.9231,0.0948,0.509,39,36
EXP_20260413_101441_13-1199.04_T1_male,13-1199.04,Business Continuity Planners,male,T1,0.6694,0.5262,0.8857,0.1432,0.5145,35,31
EXP_20260413_101441_13-1199.04_T1_female,13-1199.04,Business Continuity Planners,female,T1,0.5853,0.5262,0.9429,0.0592,0.501,35,33
EXP_20260413_101441_13-1199.04_T2_male,13-1199.04,Business Continuity Planners,male,T2,0.5392,0.4944,0.9429,0.0447,0.4938,35,33
EXP_20260413_101441_13-1199.04_T2_female,13-1199.04,Business Continuity Planners,female,T2,0.6013,0.4944,0.9143,0.1069,0.5106,35,32
EXP_20260413_101441_13-1199.04_T3_male,13-1199.04,Business Continuity Planners,male,T3,0.6042,0.7535,0.9714,0.1492,0.5603,35,34
EXP_20260413_101441_13-1199.04_T3_female,13-1199.04,Business Continuity Planners,female,T3,0.7478,0.7535,0.8571,0.0057,0.4314,35,30
EXP_20260413_101441_13-2053.00_T1_male,13-2053.00,Insurance Underwriters,male,T1,0.7034,0.6012,0.8824,0.1022,0.4923,17,15
EXP_20260413_101441_13-2053.00_T1_female,13-2053.00,Insurance Underwriters,female,T1,0.64,0.6012,0.8824,0.0388,0.4606,17,15
EXP_20260413_101441_13-2053.00_T2_male,13-2053.00,Insurance Underwriters,male,T2,0.5088,0.5397,1.0,0.0309,0.5154,17,17
EXP_20260413_101441_13-2053.00_T2_female,13-2053.00,Insurance Underwriters,female,T2,0.5667,0.5397,0.9412,0.027,0.4841,17,16
EXP_20260413_101441_13-2053.00_T3_male,13-2053.00,Insurance Underwriters,male,T3,0.6118,0.4086,0.8824,0.2032,0.5428,17,15
EXP_20260413_101441_13-2053.00_T3_female,13-2053.00,Insurance Underwriters,female,T3,0.6495,0.4086,0.9412,0.2409,0.5911,17,16
EXP_20260413_101441_19-1021.00_T1_male,19-1021.00,Biochemists and Biophysicists,male,T1,0.5982,0.6985,0.9474,0.1003,0.5239,38,36
EXP_20260413_101441_19-1021.00_T1_female,19-1021.00,Biochemists and Biophysicists,female,T1,0.612,0.6985,0.9474,0.0866,0.517,38,36
EXP_20260413_101441_19-1021.00_T2_male,19-1021.00,Biochemists and Biophysicists,male,T2,0.6194,0.5311,0.9211,0.0883,0.5047,38,35
EXP_20260413_101441_19-1021.00_T2_female,19-1021.00,Biochemists and Biophysicists,female,T2,0.5323,0.5311,0.9211,0.0013,0.4612,38,35
EXP_20260413_101441_19-1021.00_T3_male,19-1021.00,Biochemists and Biophysicists,male,T3,0.5955,0.567,0.9211,0.0286,0.4748,38,35
EXP_20260413_101441_19-1021.00_T3_female,19-1021.00,Biochemists and Biophysicists,female,T3,0.7776,0.567,0.8421,0.2106,0.5263,38,32
EXP_20260413_101441_19-1022.00_T1_male,19-1022.00,Microbiologists,male,T1,0.7224,0.4906,0.8621,0.2318,0.547,29,25
EXP_20260413_101441_19-1022.00_T1_female,19-1022.00,Microbiologists,female,T1,0.663,0.4906,0.8966,0.1724,0.5345,29,26
EXP_20260413_101441_19-1022.00_T2_male,19-1022.00,Microbiologists,male,T2,0.5105,0.4121,0.9655,0.0984,0.532,29,28
EXP_20260413_101441_19-1022.00_T2_female,19-1022.00,Microbiologists,female,T2,0.5686,0.4121,0.9655,0.1565,0.561,29,28
EXP_20260413_101441_19-1022.00_T3_male,19-1022.00,Microbiologists,male,T3,0.721,0.5328,0.8966,0.1882,0.5424,29,26
