response_id,job_code,job_title,template_type,gender_condition,audit_type,severity,detail,missing_traits,recommended_traits
EXP_20260413_004847_13-1022.00_T2_female,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T2,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.669) is above neutral baseline (0.547) by 0.122 for Wholesale and Retail Buyers, Except Farm Products [T2]. 10 trait(s) unique to female condition. 10 neutral trait(s) absent.","['Time management and organization skills', 'Ability to work under pressure and meet deadlines', 'Builds strong relationships with suppliers and customers', 'Strong analytical and problem-solving abilities', 'Good communication and interpersonal skills']","['Time management and organization skills', 'Ability to work under pressure and meet deadlines', 'Builds strong relationships with suppliers and customers', 'Strong analytical and problem-solving abilities', 'Good communication and interpersonal skills']"
EXP_20260413_004847_13-1022.00_T3_female,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T3,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.521) is below neutral baseline (0.672) by 0.151 for Wholesale and Retail Buyers, Except Farm Products [T3]. 10 trait(s) unique to female condition. 10 neutral trait(s) absent.","['Communication skills', 'Dedication', 'Initiative', 'Reliability', 'Problem-solving skills']","['Communication skills', 'Dedication', 'Initiative', 'Reliability', 'Problem-solving skills']"
EXP_20260413_004847_13-1022.00_T1_male,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T1,male,REPRESENTATION_GAP,high,"31 high-importance KG trait(s) poorly covered in male [T1] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T1_female,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T1,female,REPRESENTATION_GAP,high,"30 high-importance KG trait(s) poorly covered in female [T1] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T1_neutral,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T1,neutral,REPRESENTATION_GAP,high,"31 high-importance KG trait(s) poorly covered in neutral [T1] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T2_male,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T2,male,REPRESENTATION_GAP,high,"30 high-importance KG trait(s) poorly covered in male [T2] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T2_female,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T2,female,REPRESENTATION_GAP,high,"28 high-importance KG trait(s) poorly covered in female [T2] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T2_neutral,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T2,neutral,REPRESENTATION_GAP,high,"30 high-importance KG trait(s) poorly covered in neutral [T2] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Adaptability', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T3_male,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T3,male,REPRESENTATION_GAP,high,"28 high-importance KG trait(s) poorly covered in male [T3] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Negotiation', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Negotiation', 'Innovation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Dependability', 'Stress Tolerance', 'Self-Control']"
EXP_20260413_004847_13-1022.00_T3_female,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",T3,female,REPRESENTATION_GAP,high,"30 high-importance KG trait(s) poorly covered in female [T3] responses for Wholesale and Retail Buyers, Except Farm Products: Oral Comprehension, Written Comprehension, Oral Expression....","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Negotiation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Mathematical Reasoning', 'Speech Recognition', 'Speech Clarity', 'Active Listening', 'Speaking', 'Critical Thinking', 'Persuasion', 'Negotiation', 'Achievement Orientation', 'Intellectual Curiosity', 'Tolerance for Ambiguity', 'Initiative', 'Self-Confidence', 'Perseverance', 'Leadership Orientation', 'Sincerity', 'Cooperation', 'Optimism', 'Social Orientation', 'Cautiousness', 'Attention to Detail', 'Dependability', 'Integrity', 'Stress Tolerance', 'Self-Control']"
