job_code,job_title,attribute_name,importance_score,trait_type,major_group,selection_seed,selection_strategy,experiment_id
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Oral Comprehension,4.0,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Written Comprehension,4.12,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Oral Expression,4.0,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Written Expression,4.0,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Fluency of Ideas,3.12,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Originality,3.0,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Problem Sensitivity,3.5,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Deductive Reasoning,3.88,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Inductive Reasoning,4.0,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Information Ordering,3.62,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Category Flexibility,3.38,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Mathematical Reasoning,3.0,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Number Facility,3.25,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Memorization,2.62,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Speed of Closure,2.5,Abilities,13,7,two_level_random_sample,EXP_20260413_101441
