response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Leadership,Leadership Orientation,0.7392,1.0,True,"[0.7392, 0.4888, 0.4684, 0.4587, 0.4135]","['Leadership Orientation', 'Cooperation', 'Initiative', 'Coordination', 'Operation and Control']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Strategic Thinking,Critical Thinking,0.5649,0.7284991568296796,True,"[0.5649, 0.4873, 0.4188, 0.3945, 0.3844]","['Critical Thinking', 'Learning Strategies', 'Judgment and Decision Making', 'Achievement Orientation', 'Fluency of Ideas']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Decision Making,Judgment and Decision Making,0.7275,0.6627318718381113,True,"[0.7275, 0.4576, 0.4448, 0.4128, 0.3949]","['Judgment and Decision Making', 'Negotiation', 'Science', 'Programming', 'Intellectual Curiosity']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Communication Skills,Instructing,0.4485,0.5059021922428331,True,"[0.4485, 0.4369, 0.4244, 0.4206, 0.3963]","['Instructing', 'Writing', 'Speech Clarity', 'Learning Strategies', 'Selective Attention']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Problem-Solving,Complex Problem Solving,0.7602,0.6627318718381113,True,"[0.7602, 0.5849, 0.5365, 0.4784, 0.4638]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Negotiation', 'Problem Sensitivity']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Planning and Organizing,Coordination,0.5595,0.7284991568296796,True,"[0.5595, 0.5413, 0.4539, 0.4444, 0.4241]","['Coordination', 'Initiative', 'Leadership Orientation', 'Time Management', 'Instructing']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Risk Management,Management of Financial Resources,0.4588,0.5059021922428331,True,"[0.4588, 0.4415, 0.3866, 0.3668, 0.3639]","['Management of Financial Resources', 'Cautiousness', 'Judgment and Decision Making', 'Optimism', 'Time Management']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Financial Acumen,Management of Financial Resources,0.6007,0.5059021922428331,True,"[0.6007, 0.3204, 0.286, 0.2822, 0.2685]","['Management of Financial Resources', 'Integrity', 'Negotiation', 'Innovation', 'Operations Analysis']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,Adaptability,Adaptability,1.0,0.851602023608769,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
EXP_20260421_003417_11-1021.00_T1_male,EXP_20260421_003417,11-1021.00,General and Operations Managers,male,T1,People Management,Management of Personnel Resources,0.5866,0.6956155143338955,True,"[0.5866, 0.4931, 0.3987, 0.3933, 0.3561]","['Management of Personnel Resources', 'Time Management', 'Cooperation', 'Coordination', 'Instructing']",
