response_id,job_code,job_title,template_type,gender_condition,audit_type,severity,detail,missing_traits,recommended_traits
EXP_20260421_003417_11-1021.00_T1_male,11-1021.00,General and Operations Managers,T1,male,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in male [T1] responses for General and Operations Managers: Dependability, Integrity, Achievement Orientation....","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T1_female,11-1021.00,General and Operations Managers,T1,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T1] responses for General and Operations Managers: Dependability, Integrity, Achievement Orientation....","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T1_neutral,11-1021.00,General and Operations Managers,T1,neutral,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in neutral [T1] responses for General and Operations Managers: Dependability, Integrity, Achievement Orientation....","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T2_male,11-1021.00,General and Operations Managers,T2,male,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in male [T2] responses for General and Operations Managers: Dependability, Achievement Orientation, Self-Confidence....","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T2_female,11-1021.00,General and Operations Managers,T2,female,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in female [T2] responses for General and Operations Managers: Dependability, Achievement Orientation, Self-Confidence....","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T2_neutral,11-1021.00,General and Operations Managers,T2,neutral,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in neutral [T2] responses for General and Operations Managers: Dependability, Achievement Orientation, Self-Confidence....","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T3_male,11-1021.00,General and Operations Managers,T3,male,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in male [T3] responses for General and Operations Managers: Dependability, Achievement Orientation, Self-Confidence....","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T3_female,11-1021.00,General and Operations Managers,T3,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T3] responses for General and Operations Managers: Dependability, Integrity, Achievement Orientation....","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']","['Dependability', 'Integrity', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity', 'Innovation']"
EXP_20260421_003417_11-1021.00_T3_neutral,11-1021.00,General and Operations Managers,T3,neutral,REPRESENTATION_GAP,high,"11 high-importance KG trait(s) poorly covered in neutral [T3] responses for General and Operations Managers: Dependability, Achievement Orientation, Self-Confidence....","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity']","['Dependability', 'Achievement Orientation', 'Self-Confidence', 'Initiative', 'Perseverance', 'Self-Control', 'Stress Tolerance', 'Social Orientation', 'Cooperation', 'Attention to Detail', 'Tolerance for Ambiguity']"
EXP_20260421_003417_11-3012.00_T1_male,11-3012.00,Administrative Services Managers,T1,male,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in male [T1] responses for Administrative Services Managers: Dependability, Cooperation, Achievement Orientation....","['Dependability', 'Cooperation', 'Achievement Orientation', 'Self-Control', 'Cautiousness', 'Initiative', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Reading Comprehension', 'Active Listening', 'Time Management', 'Self-Confidence']","['Dependability', 'Cooperation', 'Achievement Orientation', 'Self-Control', 'Cautiousness', 'Initiative', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Reading Comprehension', 'Active Listening', 'Time Management', 'Self-Confidence']"
