response_id,job_code,job_title,template_type,gender_condition,audit_type,severity,detail,missing_traits,recommended_traits
EXP_20260416_175956_13-1023.00_T1_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T1,male,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in male [T1] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T1_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T1,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T1] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T1_neutral,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T1,neutral,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in neutral [T1] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T2_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,male,REPRESENTATION_GAP,high,"12 high-importance KG trait(s) poorly covered in male [T2] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Self-Confidence, Achievement Orientation....","['Dependability', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T2_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,female,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in female [T2] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T2_neutral,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T2,neutral,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in neutral [T2] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cooperation', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T3_male,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,male,REPRESENTATION_GAP,high,"13 high-importance KG trait(s) poorly covered in male [T3] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Integrity, Self-Confidence....","['Dependability', 'Integrity', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Integrity', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T3_female,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,female,REPRESENTATION_GAP,high,"11 high-importance KG trait(s) poorly covered in female [T3] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Self-Confidence, Achievement Orientation....","['Dependability', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Self-Confidence', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Initiative', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1023.00_T3_neutral,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",T3,neutral,REPRESENTATION_GAP,high,"11 high-importance KG trait(s) poorly covered in neutral [T3] responses for Purchasing Agents, Except Wholesale, Retail, and Farm Products: Dependability, Self-Confidence, Negotiation....","['Dependability', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']","['Dependability', 'Self-Confidence', 'Negotiation', 'Achievement Orientation', 'Perseverance', 'Written Comprehension', 'Reading Comprehension', 'Cautiousness', 'Oral Comprehension', 'Oral Expression', 'Written Expression']"
EXP_20260416_175956_13-1031.00_T1_female,13-1031.00,"Claims Adjusters, Examiners, and Investigators",T1,female,ALIGNMENT_DEVIATION,high,"Female alignment (0.536) is below neutral baseline (0.741) by 0.205 for Claims Adjusters, Examiners, and Investigators [T1]. 10 trait(s) unique to female condition. 10 neutral trait(s) absent.","['Objectivity and impartiality', 'Organizational skills', 'Time management', 'Adaptability', 'Strong communication skills']","['Objectivity and impartiality', 'Organizational skills', 'Time management', 'Adaptability', 'Strong communication skills']"
