job_code,job_title,attribute_name,importance_score,trait_type,major_group,selection_seed,selection_strategy,experiment_id
11-1021.00,General and Operations Managers,Oral Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Written Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Oral Expression,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Written Expression,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Fluency of Ideas,3.25,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Originality,3.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Problem Sensitivity,3.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Deductive Reasoning,3.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Inductive Reasoning,3.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Information Ordering,3.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Category Flexibility,3.38,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Mathematical Reasoning,2.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Number Facility,2.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Memorization,2.25,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Speed of Closure,2.38,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Flexibility of Closure,2.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Perceptual Speed,2.38,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Spatial Orientation,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Visualization,2.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Selective Attention,2.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Time Sharing,2.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Arm-Hand Steadiness,1.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Manual Dexterity,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Finger Dexterity,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Control Precision,1.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Multilimb Coordination,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Response Orientation,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Rate Control,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Reaction Time,1.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Wrist-Finger Speed,1.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Speed of Limb Movement,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Static Strength,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Explosive Strength,1.38,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Dynamic Strength,1.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Trunk Strength,2.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Stamina,1.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Extent Flexibility,1.25,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Dynamic Flexibility,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Gross Body Coordination,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Gross Body Equilibrium,1.38,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Near Vision,3.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Far Vision,2.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Visual Color Discrimination,1.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Night Vision,1.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Peripheral Vision,1.25,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Depth Perception,1.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Glare Sensitivity,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Hearing Sensitivity,1.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Auditory Attention,2.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Sound Localization,1.25,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Speech Recognition,3.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-1021.00,General and Operations Managers,Speech Clarity,3.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Oral Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Written Comprehension,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Oral Expression,4.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Written Expression,3.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Fluency of Ideas,3.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Originality,3.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Problem Sensitivity,3.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Deductive Reasoning,3.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Inductive Reasoning,3.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Information Ordering,3.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Category Flexibility,3.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Mathematical Reasoning,2.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Number Facility,2.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Memorization,2.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Speed of Closure,2.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Flexibility of Closure,2.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Perceptual Speed,2.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Spatial Orientation,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Visualization,2.88,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Selective Attention,3.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Time Sharing,3.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Arm-Hand Steadiness,2.12,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Manual Dexterity,2.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Finger Dexterity,2.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Control Precision,2.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Multilimb Coordination,1.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Response Orientation,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Rate Control,1.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Reaction Time,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Wrist-Finger Speed,1.25,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Speed of Limb Movement,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Static Strength,1.62,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Explosive Strength,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Dynamic Strength,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Trunk Strength,1.75,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Stamina,1.38,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Extent Flexibility,1.5,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
11-3012.00,Administrative Services Managers,Dynamic Flexibility,1.0,Abilities,11,42,two_level_random_sample,EXP_20260421_003417
